bank,quarter,call_type,call_date,position_in_call,section,speaker_role,speaker_name,speaker_institution,text_length,text,utterance_id,is_routine_earnings
JPM,2024-Q3,earnings,2024-10-11,76,qa,analyst,Betsy L. Graseck,Morgan Stanley,504,"Okay. Then one for Jamie. Jamie, we did talk already quite a bit about the capital that you have, capital in store. Just wanted to understand how you're thinking about that opportunity set that's in front of you with regard to using it for potentially portfolio acquisitions. I realize that depositories are not on the docket, but we all know there's portfolios out there that might be looking for a home. And could you give us a sense as to how interested you might be in acquiring assets at this stage?",75,True
JPM,2024-Q3,earnings,2024-10-11,77,qa,management,Jamie Dimon,,277,"Yeah. So asset acquisitions, I mean I always want our people to be looking at those things and thinking about those things. But if you listen to what I'm saying about my caution about the world, it's hard for me to say that we're going to be in the market to buy credit assets.",76,True
JPM,2024-Q3,earnings,2024-10-11,78,qa,analyst,Betsy L. Graseck,Morgan Stanley,33,What about loans? The Apple card…,77,True
JPM,2024-Q3,earnings,2024-10-11,79,qa,management,Jamie Dimon,,570,"But creating those assets to help clients. That's a whole different matter because when it comes to clients, we earn credit asset spread and we usually have other stuff. If our bankers can deploy capital that way, of course be that we want to do more. And our CIO could deploy capital in multiple ways, we would probably do more. And we ask all the time can we do more in affordable housing, can we do more in things we're actually quite comfortable. And yeah, if we could find ways to deploy capital, we would be happy to do that. But put us in your closest category...",78,True
JPM,2024-Q3,earnings,2024-10-11,80,qa,analyst,Betsy L. Graseck,Morgan Stanley,61,"And what about like a private label credit card, for example.",79,True
JPM,2024-Q3,earnings,2024-10-11,81,qa,management,Jamie Dimon,,15,[indiscernible],80,True
JPM,2024-Q3,earnings,2024-10-11,82,qa,analyst,Betsy L. Graseck,Morgan Stanley,106,I'm just wondering about private label credit card for example. Is that something that would help clients?,81,True
JPM,2024-Q3,earnings,2024-10-11,83,qa,management,Jamie Dimon,,500,"Almost no chance. Well, but having – it's very important. While I say that, I always tell the management team second-guess me. I mean, we’ve done private label. I know what it is, we've been there. I have a lot of issues with it. But is it possible it's going to be different one day and a different thing? Yeah, it's possible, so I don't want to cut it off. If Marianne Lake says to me, Jamie I think clearly the world's changed, we're going to change. But right now, we'd say no, there's no chance.",82,True
JPM,2024-Q3,earnings,2024-10-11,84,qa,analyst,Betsy L. Graseck,Morgan Stanley,18,Thank you so much.,83,True
JPM,2024-Q3,earnings,2024-10-11,85,qa,operator,Operator,,88,Thank you. Our final question will come from Saul Martinez with HSBC. Your line is open.,84,True
JPM,2024-Q3,earnings,2024-10-11,86,qa,analyst,Saul Martinez,HSBC Securities,1144,"Hey. Good morning. I'm not going to ask about a specific NII in 2025, but I did want to delve into the how to think about your deposit margin in volume dynamics in the CCB over the next few years. You have seen a decent amount of pressure in the deposit margin, 2.6%, down about 30 basis points as deposit balances have come down, so it put some pressure on deposit NII. But deposit margins are still well above where they were when rates were at levels that are consistent with where the forward curve now has been going. So I guess how do we think about both volumes and margin dynamics if rates do come down, say, to the level that are consistent with the forward curve? I know the forward curve is likely going to be long, but that's the reference point we have. And conversely, volume offset. You mentioned, Jeremy, the retail deposits becoming a tailwind. But, I guess, how much of a tailwind could they be, especially as you are expecting to gain quite a bit of market share in retail deposits? So just give us a sense of sort of the push and pull of these dynamics that really help drive the deposit, the value of the deposit franchise.",85,True
JPM,2024-Q3,earnings,2024-10-11,87,qa,management,Jeremy Barnum,,2941,"Sure. Yeah, thanks for the question, Saul. And I think you've laid out the building blocks there already. Just for simplicity, I'm going to try to answer your question without referring to the disclosed CCB deposit margin number, just because that number is obviously the combination of the rate paid on the CCB deposits and the internal FTP into that. And that is a complicated thing that evolves as a function of the modeling of the betas and other things. So I think it's actually more helpful to look at this simply from a Firmwide perspective and look at the evolution of the rate paid in the context of the policy rates roughly, and just set aside the duration management and all those sort of factors. And I think when you do that, what you see is we've been saying for a while that the deposit margin defined for these purposes is simply the difference between the policy rate and the weighted-average rate paid of the consumer deposits, was unsustainably high. And that was going to have to correct one way or the other. Either deposits were going to reprice at the product level through checking and savings, and/or we were going to see a ton of internal migration, i.e. growth in the CD mix, and/or we would see a lower policy rate. So as we sit here right now, of course, we make pricing decisions in the context of market competition at any given moment looking at what the environment is for deposits, but we have not needed to reprice in order to retain primary bank relationships which was also our core strategy. We were never going to chase sort of the hot money at the margin. We've leaned in heavily to CDs and gotten to the current level of CD mix, and that's been a good strategy. And from where we sit now, we now have the margin coming down as a result of the policy rate coming down. It seems that, that puts us in a pretty comfortable position from a pricing perspective. We think the CD mix has probably peaked. Now, on the way down, it's not going to go back down to zero, where it was at the beginning of the cycle. That's an important thing to realize. So all else equal, that creates a little bit of margin compression. And then through all of that, obviously, a lower yield environment should mean that there's a little bit less outflow from consumer deposits, as I mentioned. We're seeing a lot less yield-seeking behavior. So then when you overlay on to that what you mentioned, which is our long-term share growth in CCB deposits, in no small part as a function of the brand strategy and the buildout and the fact that only about a quarter of our top 125 markets in CCB are at that 15% share number, so we believe there's big opportunity to grow the rest of it and be on track at the type of average annual share growth of the order of 30 basis points or 40 basis points that we've seen historically. That's how you kind of assemble a tailwind from normalized deposit margin and balance growth in Consumer.",86,True
